,id_unico_cliente,Recencia,RecenciaCluster,Frequencia,FrequenciaCluster,Receita,ReceitaCluster,Pontuacao,Segmento
3606,c2dd4254ebcdb38e7e774d9d4290af28,161,1,1,0,82.33,0,1,Business
3607,b3af6f6fdefc4676ee8fcba320a583aa,282,2,1,0,95.02,0,2,Business
3608,f2c92c3c24df8774d4db1daa845cd9d7,182,1,1,0,93.26,0,1,Business
3609,98e3117841a2431959d17808f04bf23c,42,0,4,1,611.03,0,1,Business
3610,524aaabd7aaf0703bd67892048d557a5,167,1,1,0,82.33,0,1,Business
3611,fde7734e6d16bc042442d8517beeb835,147,1,1,0,82.33,0,1,Business
3612,e9b82fe0de63859e8606d95a923f0263,234,1,1,0,86.02,0,1,Business
3613,4c1d41dc41656b0b056595efbab91098,153,1,1,0,82.33,0,1,Business
3614,0d57344e9e4e9d16dc699cb417e50cb0,285,2,3,1,444.93,0,3,Master
3615,0d57344e9e4e9d16dc699cb417e50cb0,285,2,3,1,444.93,0,3,Master
3616,6d32e53b73e3ad3b190374680d8f8b38,236,1,1,0,86.02,0,1,Business
3617,033ba6356def942d520c9bbe24bb1d28,53,0,1,0,122.55,0,0,Inativo
3618,bfb916b45d07729be21abf9ac6e87fb7,176,1,2,0,329.32,0,1,Business
3619,bfb916b45d07729be21abf9ac6e87fb7,176,1,2,0,329.32,0,1,Business
3620,5ab9abfb98d886a5e80710ea88e4d520,165,1,1,0,89.96,0,1,Business
3621,428217fb568fc1287fe5dbf9bc49ff65,121,0,1,0,69.9,0,0,Inativo
3622,8b2b8cea5423ece6984632540c423aaf,226,1,2,0,331.92,0,1,Business
3623,8b2b8cea5423ece6984632540c423aaf,226,1,2,0,331.92,0,1,Business
3624,26824b7428732490621d0a8e92d6a95c,231,1,1,0,93.26,0,1,Business
3625,e23e3462f136f31e3c70327ebbb1bfef,230,1,1,0,82.98,0,1,Business
3626,ac18d7af49d92b9420f967a2d939b1f0,240,1,1,0,82.98,0,1,Business
3627,cef52ebf681cedda55ba6ee34e288255,180,1,1,0,87.3,0,1,Business
3628,f5af12033765b06b3df8faf68cae86bf,100,0,2,0,329.32,0,0,Inativo
3629,f5af12033765b06b3df8faf68cae86bf,100,0,2,0,329.32,0,0,Inativo
3630,8746d64253b840c27f56ccc4d7eaca2b,183,1,1,0,82.98,0,1,Business
3631,99863cbe506378f8fff64cbbe6db9e65,103,0,1,0,69.9,0,0,Inativo
3632,8ca65fef69bdf0299409e1b52b6229f5,239,1,2,0,359.52,0,1,Business
3633,8ca65fef69bdf0299409e1b52b6229f5,239,1,2,0,359.52,0,1,Business
3634,b6505459b444282c05faae099f7a8ccd,138,1,2,0,279.6,0,1,Business
3635,b6505459b444282c05faae099f7a8ccd,138,1,2,0,279.6,0,1,Business
3636,45b9b6b42cc8af1c16590ffc6d65b2ce,240,1,1,0,82.98,0,1,Business
3637,7d0e399eab77b5142609cf7821711c4e,394,2,1,0,88.08,0,2,Business
3638,2e13c90cdd0e5094fc95150ec182b653,174,1,1,0,96.47,0,1,Business
3639,3572efa7933c2e02d4c7024db6052b56,230,1,2,0,363.52,0,1,Business
3640,3572efa7933c2e02d4c7024db6052b56,230,1,2,0,363.52,0,1,Business
3641,6cc97df6f83c4d09d9c75bc9cf2afd50,163,1,1,0,89.96,0,1,Business
3642,d7538b573179d0bc4ca666c03cc12d55,243,1,1,0,95.02,0,1,Business
3643,bc03e1579419c39e07816c7a5d681590,109,0,1,0,69.9,0,0,Inativo
3644,285e92182b75afe3123897ecaf02f253,193,1,1,0,82.98,0,1,Business
3645,a80d09f2b7c2e76ff8e22be10f468d68,269,2,1,0,91.16,0,2,Business
3646,34471a8e1a3d5425d255efa7d4b06220,183,1,1,0,89.88,0,1,Business
3647,d086da909c0fca61c4f78ed8d58e2613,262,2,1,0,88.08,0,2,Business
3648,eae7ab2fc38ab94abc121aebb9185059,273,2,1,0,96.02,0,2,Business
3649,5042843e7dd9fa9d4d8dd7da52f15f14,232,1,1,0,89.88,0,1,Business
3650,0a1ef8cfbe5dfd9f9346d3a69b0b6115,118,0,1,0,69.9,0,0,Inativo
3651,0f51488dad158188b716da8282edcb66,198,1,1,0,82.98,0,1,Business
3652,90c80136382423c4e5a5c128da797b65,150,1,1,0,82.33,0,1,Business
3653,582f16f6e7c44c004033eea0aeaf9b69,149,1,1,0,94.61,0,1,Business
3654,87dbe9c62c041832305e9ad226d86ab7,153,1,1,0,82.33,0,1,Business
3655,82e16480f3404a46a30cd9976acdb161,401,2,1,0,95.02,0,2,Business
3656,2e3236748ddcb07540a9b70948eb542f,194,1,1,0,86.02,0,1,Business
3657,a036c542e541043fe795b76dd857c1ff,132,1,1,0,69.9,0,1,Business
3658,6a2ae83cded378a462e86a2e4885e750,181,1,2,0,292.37,0,1,Business
3659,63a5753519e3e9bceddc74685ee16961,306,2,1,0,88.08,0,2,Business
3660,0eab825f57b3aa46d8c63ad696bece66,106,0,1,0,69.9,0,0,Inativo
3661,9f9ef533996a8df927abc43baa27bb9b,200,1,2,0,331.92,0,1,Business
3662,9f9ef533996a8df927abc43baa27bb9b,200,1,2,0,331.92,0,1,Business
3663,077c3df601847549b013bfa66198fd22,263,2,1,0,91.16,0,2,Business
3664,5b637c1ad2db159d4355c5a87fcb7037,281,2,1,0,88.08,0,2,Business
3665,fcfbf5e1af0aca3119296ab84a4096a9,132,1,1,0,69.9,0,1,Business
3666,f75d969ab1bb9e98db3e1a8329953b26,250,1,1,0,95.02,0,1,Business
3667,9b9f4f4f7f821de059a96aa761b1b642,168,1,1,0,86.08,0,1,Business
3668,94177712076286a707bab74e10ebb235,295,2,1,0,88.08,0,2,Business
3669,9dd10d285fcd99dcd56a053b94730014,247,1,1,0,95.02,0,1,Business
3670,7329425efe29caeb8c292b725579bd50,261,2,2,0,352.32,0,2,Business
3671,7329425efe29caeb8c292b725579bd50,261,2,2,0,352.32,0,2,Business
3672,61f37e13b99dae825118a5003486b934,175,1,1,0,91.47,0,1,Business
3673,d0617e96d9e1d5a652ebd86dff10d557,154,1,1,0,82.33,0,1,Business
3674,adc7533e622049e2314ed25c6df7e95d,221,1,1,0,90.88,0,1,Business
3675,053512da48b81050b5422b1c48d44c65,185,1,1,0,94.84,0,1,Business
3676,ebb8eccdc37e9f5778467582ad9a78c9,107,0,1,0,82.33,0,0,Inativo
3677,ebedac088806fe85e8083426d9e952e3,115,0,2,0,279.6,0,0,Inativo
3678,ebedac088806fe85e8083426d9e952e3,115,0,2,0,279.6,0,0,Inativo
3679,04d5d81451e0a6378b103c143688ae23,171,1,1,0,82.33,0,1,Business
3680,8cd686a71587a582a710f028ea2ea506,108,0,1,0,69.9,0,0,Inativo
3681,b917a5cee4345a2e1e3c03bd55cb2f8a,232,1,1,0,89.88,0,1,Business
3682,66068e0f740bedc625557cdf3fc30bff,166,1,1,0,94.61,0,1,Business
3683,9171ae6db03a687951df506cf9fb72fa,234,1,2,0,86.02,0,1,Business
3684,9171ae6db03a687951df506cf9fb72fa,234,1,2,0,86.02,0,1,Business
3685,f59f8f274e9eea9a4c3251c95a47e1ca,126,0,1,0,69.9,0,0,Inativo
3686,fd0b0f2d8971b0fa0f0a69ae49aaffe2,326,2,1,0,96.02,0,2,Business
3687,b591f5bf6d3e9cdf40f968adf9ce2748,136,1,1,0,69.9,0,1,Business
3688,16646e2ab777428b97d443e3eab28062,264,2,1,0,88.08,0,2,Business
3689,fd4b6a09e6cd02912a6b8a8ce7366a9d,241,1,1,0,82.98,0,1,Business
3690,33341fbd4f42eb0f8e5a657e9914191b,180,1,1,0,96.47,0,1,Business
3691,3c14b7ac3a3898d1d8f9e61a72014d4b,226,1,1,0,89.88,0,1,Business
3692,ea6e886dbffd39820cbd7eb76b2af63a,287,2,1,0,91.16,0,2,Business
3693,a9747b164275fabdd901a9fc169c5251,135,1,1,0,69.9,0,1,Business
3694,f60f5265d0355776a088b7d97ffa7225,188,1,1,0,86.02,0,1,Business
3695,34336d34daf6f0fc2e2a594e817d773e,109,0,1,0,69.9,0,0,Inativo
3696,457a68ce0ec419928f0184206b6343ef,138,1,1,0,82.33,0,1,Business
3697,d2ae52b90d793a5db1282d7cac211d5e,100,0,1,0,82.33,0,0,Inativo
3698,3d137ee6aef24bc7aa2d3cd0e083ce9c,137,1,1,0,82.33,0,1,Business
3699,d81c9733d8705744518cd8d2e1be4460,178,1,1,0,87.3,0,1,Business
3700,86003410d78a121c8bec4b3a57991f7c,160,1,1,0,89.96,0,1,Business
3701,b72d001bb5fae7e4c285c94dc2d4ce0a,240,1,1,0,89.88,0,1,Business
3702,3bedaf584bf745369453ac59a1d74471,103,0,2,0,279.6,0,0,Inativo
3703,3bedaf584bf745369453ac59a1d74471,103,0,2,0,279.6,0,0,Inativo
3704,70bb8d40cce49a25b570533ee5ac3d28,128,1,4,1,1317.28,0,2,Business
3705,70bb8d40cce49a25b570533ee5ac3d28,128,1,4,1,1317.28,0,2,Business
3706,70bb8d40cce49a25b570533ee5ac3d28,128,1,4,1,1317.28,0,2,Business
3707,70bb8d40cce49a25b570533ee5ac3d28,128,1,4,1,1317.28,0,2,Business
3708,100bcfbf3d5a9723b51ea6b5b421e3d5,102,0,1,0,82.33,0,0,Inativo
3709,e756cdd02a6ab43099ab462fa2c82905,185,1,1,0,82.98,0,1,Business
3710,873fab9e6cad078dcd3b1934a1c69161,140,1,1,0,89.96,0,1,Business
3711,117ef2545470f2d94a9caacbe2120347,119,0,1,0,69.9,0,0,Inativo
3712,637cd4a8fa1c919744993c63a94aee39,393,2,1,0,88.08,0,2,Business
3713,b30f58f68baf0fa247393795de45169d,109,0,1,0,82.33,0,0,Inativo
3714,31a3d7e741504f52fb78cd3b7692e8ee,241,1,1,0,90.88,0,1,Business
3715,890740d506e0acef77a81232edd17c16,162,1,2,0,329.32,0,1,Business
3716,890740d506e0acef77a81232edd17c16,162,1,2,0,329.32,0,1,Business
3717,e82106c32ee88c7e107c6fb5dc8316aa,404,2,1,0,88.08,0,2,Business
3718,146057bc81d21cc0aa170797de177ed8,201,1,1,0,89.88,0,1,Business
3719,7a670b6b2b72139db36206362bbf5140,131,1,1,0,69.9,0,1,Business
3720,d662c9534d6ef351cee60151372ed202,269,2,1,0,88.08,0,2,Business
3721,5afbb1d2cc7c072e60088e682aa600a3,130,1,2,0,228.22,0,1,Business
3722,7f5bd6794737ef7e317f7c297c687ebd,180,1,1,0,96.47,0,1,Business
3723,d5b4fce33a7ef8e6025bff334e6bbf1d,96,0,2,0,228.22,0,0,Inativo
3724,2c45999a395dcc8bf915f81adcce7b9d,224,1,1,0,82.98,0,1,Business
3725,745a69575e2fedb1e6529761517b1848,104,0,1,0,69.9,0,0,Inativo
3726,75015153c3f4b976fa82a0888a5d736c,182,1,1,0,82.98,0,1,Business
3727,51123f60f2dbe85dbe20ed0eac8de0f8,116,0,1,0,69.9,0,0,Inativo
3728,16d3bbc6c5f8fcfe1547160c74f215e8,395,2,1,0,88.08,0,2,Business
3729,f5ca7a990f90ae27d3a3b8e7564fd7f8,218,1,1,0,86.02,0,1,Business
3730,3a8972f0a43553cd60ec7fb208f2a795,235,1,1,0,89.88,0,1,Business
3731,c1bde6763b9bddba67ab058777cbeff5,190,1,1,0,82.98,0,1,Business
3732,713a7708cfc3acf278ddeabdb7046fa0,235,1,1,0,89.88,0,1,Business
3733,28ec5bbf2fc9dba70de0e7526ce2dca5,235,1,1,0,82.98,0,1,Business
3734,9bb0ec72e0fc4088b5eacfeec3dd3bc7,272,2,1,0,96.02,0,2,Business
3735,be31a1e27da956701733eb601f0738ae,246,1,1,0,88.08,0,1,Business
3736,097c970d4d48da9a92847e353c8f1686,251,1,1,0,88.08,0,1,Business
3737,66f545356c968f0aea66107cd8c2da7f,289,2,2,0,352.32,0,2,Business
3738,66f545356c968f0aea66107cd8c2da7f,289,2,2,0,352.32,0,2,Business
3739,4458faa1e4fbc76c9042d5ded0b53244,264,2,2,0,352.32,0,2,Business
3740,4458faa1e4fbc76c9042d5ded0b53244,264,2,2,0,352.32,0,2,Business
3741,1f97200bf757bf93f1ca744a90b1df1b,138,1,1,0,82.33,0,1,Business
3742,302f6c3eea8eb8ee3a365720c5593d3a,187,1,2,0,331.92,0,1,Business
3743,302f6c3eea8eb8ee3a365720c5593d3a,187,1,2,0,331.92,0,1,Business
3744,2c74de174de65887717532ccb94bb5eb,178,1,2,0,329.32,0,1,Business
3745,2c74de174de65887717532ccb94bb5eb,178,1,2,0,329.32,0,1,Business
3746,31dfbc935e91c88c9670960adc969234,105,0,1,0,69.9,0,0,Inativo
3747,f3c2730b8b6c63a26ac578cb64482690,241,1,1,0,82.98,0,1,Business
3748,3a10313a6428bd4c25cb17bf269c52b4,200,1,2,0,331.92,0,1,Business
3749,3a10313a6428bd4c25cb17bf269c52b4,200,1,2,0,331.92,0,1,Business
3750,c8d183727fc9b4dcac256fbe246d6270,234,1,1,0,89.88,0,1,Business
3751,0d7ec9878ebe4e77c961f11487598826,197,1,1,0,90.88,0,1,Business
3752,8570811b213ea1b6d3d1acaedd6b387d,241,1,1,0,86.02,0,1,Business
3753,ebefb707a0e21d073dfc5b0a1c90f4b8,237,1,1,0,89.88,0,1,Business
3754,0cd6b4fa28f514d6dc33fe708333830e,104,0,1,0,69.9,0,0,Inativo
3755,0e1d41bfd37919f2c7ffcc9ee5be2ddf,187,1,1,0,90.88,0,1,Business
3756,54c4d82847d7703efd49194c7a307604,138,1,1,0,69.9,0,1,Business
3757,4d35276095e7c9b9f81ab155d0bdfdb4,241,1,1,0,82.98,0,1,Business
3758,8fdf286f70c128cee33b6efcbc5346ae,145,1,1,0,94.94,0,1,Business
3759,dea2be93aff1f97cf26583b4928107b8,155,1,1,0,82.33,0,1,Business
3760,83c4b558e510a487da67673e4a13ad0b,161,1,1,0,86.08,0,1,Business
3761,a4d0930cca1e47704dc6a35dc942efcb,124,0,1,0,69.9,0,0,Inativo
3762,fa3d003e658cd1bc7b391ec1e602c76c,177,1,1,0,96.47,0,1,Business
3763,8f68ee72b8fd6d658081d4a9889af38d,278,2,1,0,104.94,0,2,Business
3764,6d018916b5735920ff598291edfa8c89,240,1,1,0,94.84,0,1,Business
3765,668f76ea8fa5d0f459e6a15d8d55ac63,168,1,2,0,359.84,0,1,Business
3766,668f76ea8fa5d0f459e6a15d8d55ac63,168,1,2,0,359.84,0,1,Business
3767,eaab462d4876467252e6711600551f09,117,0,1,0,69.9,0,0,Inativo
3768,9d6b6fe30f2c4bb2506c315c391d8a0b,191,1,1,0,89.88,0,1,Business
3769,7ff94a3b88a95eb8d8c2202a50797781,168,1,1,0,82.33,0,1,Business
3770,7249a976b68003a30adc1203a467cf6c,234,1,1,0,99.8,0,1,Business
3771,67b96b3e28695a4bd615b5e95367ec99,105,0,2,0,279.6,0,0,Inativo
3772,67b96b3e28695a4bd615b5e95367ec99,105,0,2,0,279.6,0,0,Inativo
3773,bacfd927a67bc4cdbd5912606e830e35,232,1,1,0,90.88,0,1,Business
3774,42f197da141b85da54eea101ad959f3d,138,1,1,0,82.33,0,1,Business
3775,30cd812ff21054f5e7a1383dc70de5d8,240,1,2,0,379.36,0,1,Business
3776,30cd812ff21054f5e7a1383dc70de5d8,240,1,2,0,379.36,0,1,Business
3777,678fa8f93a460cfb715fafec427bacf8,146,1,1,0,94.61,0,1,Business
3778,a183c677676c01f0b06ed8a8ebdb1ac9,105,0,2,0,329.32,0,0,Inativo
3779,a183c677676c01f0b06ed8a8ebdb1ac9,105,0,2,0,329.32,0,0,Inativo
3780,b770cc23ba32f2d02183d5fc502e39b8,124,0,1,0,82.33,0,0,Inativo
3781,78b5508c34d8f0974822819043d61ee9,306,2,2,0,342.04,0,2,Business
3782,78b5508c34d8f0974822819043d61ee9,306,2,2,0,342.04,0,2,Business
3783,2fd6a08f6ec728ad2791640b2a45cdc7,226,1,1,0,89.88,0,1,Business
3784,d11a1a2267a704b739a4273bd6260df3,233,1,2,0,331.92,0,1,Business
3785,d11a1a2267a704b739a4273bd6260df3,233,1,2,0,331.92,0,1,Business
3786,261d11f936ebdeae709e01a0ee364cfd,154,1,1,0,82.33,0,1,Business
3787,ccbb0ca2be390108b89320996f411dab,121,0,1,0,69.9,0,0,Inativo
3788,0e82580ef84ece34235fb0d46c2e8024,177,1,1,0,91.47,0,1,Business
3789,a69a4609fa836e9b699d1be232d5e327,188,1,2,0,359.52,0,1,Business
3790,a69a4609fa836e9b699d1be232d5e327,188,1,2,0,359.52,0,1,Business
3791,6db338b8c4668e9e6045c00f4666cda0,132,1,1,0,88.5,0,1,Business
3792,0507295d1e325fff6a062f91206d5efb,15,0,1,0,136.97,0,0,Inativo
3793,36a3f07a3ede93d7185291abf93ffb87,201,1,1,0,82.98,0,1,Business
3794,9e09e0d9da7daf1871fbbe13d799a94e,277,2,1,0,96.02,0,2,Business
3795,39bc44c53ed67280f8c589499e002f3e,137,1,2,0,279.6,0,1,Business
3796,39bc44c53ed67280f8c589499e002f3e,137,1,2,0,279.6,0,1,Business
3797,0f5ec6314004c573c14b76ba84825d87,117,0,2,0,279.6,0,0,Inativo
3798,0f5ec6314004c573c14b76ba84825d87,117,0,2,0,279.6,0,0,Inativo
3799,1b86bd501d916b3c67a5dbfe7f49af47,152,1,2,0,329.32,0,1,Business
3800,1b86bd501d916b3c67a5dbfe7f49af47,152,1,2,0,329.32,0,1,Business
3801,7fdf820b4278c872acf79acb67277d9a,230,1,1,0,82.98,0,1,Business
3802,304fa6d8168d31c38aa4db37c5e9dae4,278,2,1,0,96.02,0,2,Business
3803,1eb10c8931ef3b01cd2cf7a6712809b2,241,1,1,0,89.88,0,1,Business
3804,fee39f26bcbe8778bade5790471c4cf6,142,1,1,0,82.33,0,1,Business
3805,175fb6b5133abe30730dd6108d122b80,226,1,2,0,344.08,0,1,Business
3806,175fb6b5133abe30730dd6108d122b80,226,1,2,0,344.08,0,1,Business
3807,beb0c30d2267b86db97d0c535be03ab6,289,2,2,0,352.32,0,2,Business
3808,beb0c30d2267b86db97d0c535be03ab6,289,2,2,0,352.32,0,2,Business
3809,b1bc8a8dd78dc041e0561fc49ed2b591,227,1,1,0,82.98,0,1,Business
3810,606f2f56cd416f82d0a4ba71c7e13b02,187,1,1,0,90.88,0,1,Business
3811,372e0fc66eacb8698e4f9997d366d961,108,0,1,0,82.33,0,0,Inativo
3812,ff5074ba8b01a03882e3935c8c3f5fc9,116,0,1,0,82.33,0,0,Inativo
3813,0522386da62578998632b218ef15b958,42,0,1,0,116.83,0,0,Inativo
3814,4134ed154a5441f87fdcbf923dca4279,231,1,1,0,82.98,0,1,Business
3815,ee14b494d75d6bfdfb18c3456f37ee2f,139,1,2,0,279.6,0,1,Business
3816,ee14b494d75d6bfdfb18c3456f37ee2f,139,1,2,0,279.6,0,1,Business
3817,ca036474affd5477396f50769f54ebdc,100,0,1,0,69.9,0,0,Inativo
3818,067c8117bd9b4f406301921f6bcfb04e,239,1,2,0,363.52,0,1,Business
3819,067c8117bd9b4f406301921f6bcfb04e,239,1,2,0,363.52,0,1,Business
3820,d11188231f75ab0e253fc4cd6dbfd5ee,117,0,1,0,69.9,0,0,Inativo
3821,4dc7a7dd7dd952e7c491d95a7cc3668b,154,1,1,0,86.08,0,1,Business
3822,e9620047052f3edb9a429db5b04df663,223,1,2,0,331.92,0,1,Business
3823,e9620047052f3edb9a429db5b04df663,223,1,2,0,331.92,0,1,Business
3824,e8e4b74753e577683c109ea6a50283c9,294,2,3,1,792.72,0,3,Master
3825,e8e4b74753e577683c109ea6a50283c9,294,2,3,1,792.72,0,3,Master
3826,e8e4b74753e577683c109ea6a50283c9,294,2,3,1,792.72,0,3,Master
3827,6be30fc9234582d9dfdbe8fa06f0d44e,134,1,1,0,69.9,0,1,Business
3828,f2c1e1262d4312621609513805a0dd1f,191,1,1,0,82.98,0,1,Business
3829,a651ae23be31e21922b96bc68e3e8507,241,1,2,0,331.92,0,1,Business
3830,a651ae23be31e21922b96bc68e3e8507,241,1,2,0,331.92,0,1,Business
3831,208ff27cb49cb5f4cdbc72c014e184d7,285,2,2,0,352.32,0,2,Business
3832,208ff27cb49cb5f4cdbc72c014e184d7,285,2,2,0,352.32,0,2,Business
3833,58920cd5aa8f69847b28e7442950b490,140,1,2,0,329.32,0,1,Business
3834,58920cd5aa8f69847b28e7442950b490,140,1,2,0,329.32,0,1,Business
3835,b1e3a89f390098128c40f6ef2c98b344,129,1,1,0,82.33,0,1,Business
3836,1a3be4ae5993ce2c5e7e6a9591e2be60,227,1,1,0,82.98,0,1,Business
3837,96ba28f255e5776ceee9e8010cb85b87,169,1,1,0,82.33,0,1,Business
3838,b0615195fe397dab0ed21b38114c8951,240,1,1,0,82.98,0,1,Business
3839,42187574c3dbef60799c8b585bc3d340,187,1,1,0,90.88,0,1,Business
3840,521fd2b54e467c35feba992b774285b0,227,1,2,0,89.88,0,1,Business
3841,521fd2b54e467c35feba992b774285b0,227,1,2,0,89.88,0,1,Business
3842,b43912d010fe62d7f48ee84a48fbd88d,271,2,1,0,95.02,0,2,Business
3843,0c3a1c1585e96999bdaf83732d1fe234,278,2,1,0,104.94,0,2,Business
3844,1356ed37fbb918d791b255d9a9daed07,229,1,1,0,86.02,0,1,Business
3845,7ec163471da7520f672fef86422f42d5,400,2,4,1,352.32,0,3,Master
3846,7ec163471da7520f672fef86422f42d5,400,2,4,1,352.32,0,3,Master
3847,7ec163471da7520f672fef86422f42d5,400,2,4,1,352.32,0,3,Master
3848,7ec163471da7520f672fef86422f42d5,400,2,4,1,352.32,0,3,Master
3849,c3984f4e489785965fc2397f9fed8dd3,102,0,1,0,82.33,0,0,Inativo
3850,ad487bf153e34949be96341c6698cd66,233,1,1,0,82.98,0,1,Business
3851,f59f93013d1303b74bce6e947e4e5a32,188,1,1,0,198.51,0,1,Business
3852,a138544417d006e52b2f766ef47ae5ef,234,1,1,0,192.47,0,1,Business
3853,8609f6dd38ab3dbcf073fec8988fc197,146,1,1,0,202.17,0,1,Business
3854,c59a973e3f2aa9b5bf48c47aea234488,380,2,1,0,128.1,0,2,Business
3855,79a3da806f9357fc450c94270dd1f222,250,1,1,0,192.47,0,1,Business
3856,82a51ec91130ecf68613638196ebe904,368,2,1,0,128.1,0,2,Business
3857,d8e3ee58b556f531e452bbd938ecd975,167,1,1,0,220.29,0,1,Business
3858,07ea8bb345521cdb110bb533e1d93e18,388,2,1,0,135.59,0,2,Business
3859,d7683e45563133abe09d19dcb663200d,72,0,2,0,185.08,0,0,Inativo
3860,d7683e45563133abe09d19dcb663200d,72,0,2,0,185.08,0,0,Inativo
3861,51db8ee75efd87eb70ae4f59ad078ddc,39,0,1,0,49.03,0,0,Inativo
3862,db1c8ccddd2ae34421cbd973872874ef,43,0,1,0,49.03,0,0,Inativo
3863,7ac70e85ee5c115fca1147ee0f59616e,44,0,2,0,367.59000000000003,0,0,Inativo
3864,9c6a2c33b3baba19503393dd4a47648f,70,0,1,0,64.63,0,0,Inativo
3865,a900ff99a192cbaf6ae8e867a95117a3,29,0,3,1,172.57,0,1,Business
3866,f85356edf81a5fe979e823b51c4aa9ee,125,0,1,0,59.32,0,0,Inativo
3867,92fe6ac03dbee5674fb7092a6e0acc83,274,2,1,0,173.34,0,2,Business
3868,df79907f687316b15aa0ab43ff4685b0,257,2,1,0,172.34,0,2,Business
3869,cc325e9b074bc941ca5cf18c2787559d,11,0,1,0,79.61,0,0,Inativo
3870,904911bd426459e4646ff3392eb9db4e,44,0,1,0,76.61,0,0,Inativo
3871,7ec19e2ddf1bcd121685ff894f9bf05a,68,0,1,0,74.0,0,0,Inativo
3872,e0c2c8b008987c2241d3fd29e936252a,89,0,1,0,79.39,0,0,Inativo
3873,0bd4d2600b49eb951489ebc82723a4e6,71,0,1,0,112.77,0,0,Inativo
3874,8b4bdc8644c23f6c8725753b80fcd29b,61,0,1,0,88.59,0,0,Inativo
3875,08a91887595ace500082dcccdf8aaa3c,220,1,1,0,60.68,0,1,Business
3876,be555d608242ab003109ea70e569fd95,341,2,1,0,64.11,0,2,Business
3877,09d4fed6320030973607491be508c075,123,0,1,0,128.85,0,0,Inativo
3878,c27a30338b5d9d59399825f77e7dcc61,84,0,4,1,387.44,0,1,Business
3879,66a2199c05159203014883cc0d3cf33f,129,1,1,0,139.03,0,1,Business
3880,1b0843d4f653e7301b596757fed2179d,150,1,1,0,159.13,0,1,Business
3881,7d0b1773dc928e29e86a230ca9557d08,132,1,2,0,382.02000000000004,0,1,Business
3882,cde8c164df9ebe2834ef7581c8e2bcfe,143,1,1,0,133.75,0,1,Business
3883,69fd82c47791a3416cf03e1675294a28,139,1,1,0,154.38,0,1,Business
3884,853efca800e071d00c6e5c42c8e6f156,130,1,1,0,128.85,0,1,Business
3885,26a8ec155c12a8d5f20a77149f7d418b,130,1,1,0,165.03,0,1,Business
3886,d1484b34e362c48002d3ee703d5eb89d,141,1,1,0,143.38,0,1,Business
3887,60fb616bb45ff65e4c9485500d612a1b,153,1,1,0,190.83,0,1,Business
3888,8aceaff31bf558470ed6433f264633aa,129,1,2,0,533.24,0,1,Business
3889,8aceaff31bf558470ed6433f264633aa,129,1,2,0,533.24,0,1,Business
3890,323c4e9d78f774df9255793377ce636e,146,1,1,0,175.1,0,1,Business
3891,05bc8e1bebeff93bdf784213a7aed5d7,84,0,1,0,128.85,0,0,Inativo
3892,37604742d757533a699692a6e1d1e45e,151,1,1,0,133.75,0,1,Business
3893,507422e1715b61956bfd94252dfe806a,137,1,1,0,133.75,0,1,Business
3894,77153bb2ceffdefe47d6619e78c09b02,123,0,1,0,128.85,0,0,Inativo
3895,47778d96d007a0dc79616bbf9c719166,124,0,1,0,144.31,0,0,Inativo
3896,f6a32c842b68a86a92045fc0534c0a3d,142,1,1,0,154.38,0,1,Business
3897,593e30b76f4138d5a9f0736ccedb9a40,125,0,1,0,144.76,0,0,Inativo
3898,e5d3ed1d3f37e5943e8a1d1fa20ab21e,128,1,1,0,123.67,0,1,Business
3899,b463a8269222e847080bf23fc3b06218,135,1,3,1,1199.79,0,2,Business
3900,b463a8269222e847080bf23fc3b06218,135,1,3,1,1199.79,0,2,Business
3901,b463a8269222e847080bf23fc3b06218,135,1,3,1,1199.79,0,2,Business
3902,d31f65299eed1fb5102b37943288616c,127,0,1,0,136.06,0,0,Inativo
3903,5cfffae5168fae18d2895821700fdd02,128,1,1,0,123.67,0,1,Business
3904,e389b132520298881698d4fb0315b511,130,1,1,0,123.67,0,1,Business
3905,59a4828be7800b5903e049b4207fdd5c,136,1,1,0,165.03,0,1,Business
3906,009f647a455451d6c325bef96685e1c1,128,1,1,0,144.31,0,1,Business
3907,5d89639cf3f6808817dfad998de4eac7,131,1,1,0,128.85,0,1,Business
3908,0283d9c78c980d3ea0fce611bbc8ad5b,171,1,2,0,535.0,0,1,Business
3909,0283d9c78c980d3ea0fce611bbc8ad5b,171,1,2,0,535.0,0,1,Business
3910,b1b97a3a6f1c11d0c0a76d0e5faf546d,129,1,1,0,123.67,0,1,Business
3911,04b2af3c93e41c92d3bec7434f261be0,139,1,1,0,133.75,0,1,Business
3912,8c710aad587dc8dac58e65611e625c62,124,0,1,0,128.85,0,0,Inativo
3913,558b201e6ece802d5e0bd32fbcab8939,124,0,1,0,144.76,0,0,Inativo
3914,7a3463eea32843cf42a1cbc026b117e5,124,0,1,0,133.31,0,0,Inativo
3915,0e201fc3c7b9b02edb2d1a6e7f188912,125,0,2,0,1072.18,0,0,Inativo
3916,0bb8b7490f9f6f04c39dc16f0e96be0d,137,1,1,0,138.92,0,1,Business
3917,b81405a1fb356507e1a51b8a56a4fcd3,139,1,1,0,149.1,0,1,Business
3918,14686bb2d6daea35e6fd05f033c6569d,136,1,1,0,180.76,0,1,Business
